Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_MeanRatio
20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,High,Tier 3,Supermarket Type1,2956.152,26,0.8561975591644057
8.93,Low Fat,0.049754975,Dairy,152.134,Small,Tier 1,Grocery Store,153.134,28,1.599646010425426
9.0,Low Fat,0.07956224775,Canned,79.7644,Small,Tier 2,Supermarket Type1,1649.8524,9,0.9999999999999998
16.7,Low Fat,0.101561568,Canned,181.9292,Medium,Tier 3,Supermarket Type3,3101.2964,28,0.9950020435631347
6.36,Low Fat,0.005949644,Household,165.6526,Medium,Tier 3,Supermarket Type3,4769.1254,28,0.8985398684096464
5.365,Regular,0.13956116,Seafood,170.4764,Medium,Tier 3,Supermarket Type3,3435.528,28,0.870492878994874
14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,Small,Tier 2,Supermarket Type1,1133.8574,11,0.8905453024834796
7.55,Low Fat,0.027164679,Canned,152.334,Small,Tier 2,Supermarket Type1,2603.278,9,0.9975539350626028
13.0,Low Fat,0.099325278,Household,45.406,Small,Tier 1,Supermarket Type1,605.878,16,0.9979138479760928
9.3,Low Fat,0.04357366,Hard Drinks,192.8846,Medium,Tier 3,Supermarket Type3,2293.0152,28,0.8945416551110309
17.6,Regular,0.082741482,Snack Foods,118.7782,Small,Tier 1,Grocery Store,119.1782,28,1.5192846485470044
12.3,Regular,0.064565202,Starchy Foods,92.9804,High,Tier 3,Supermarket Type1,1929.4884,26,0.8865996988884408
7.05,Low Fat,0.084554569,Snack Foods,109.8912,Medium,Tier 3,Supermarket Type3,2074.6328,28,0.8444907405551508
11.8,Low Fat,0.058451805,Health and Hygiene,79.9618,Medium,Tier 3,Supermarket Type3,241.6854,28,0.8943333415572741
17.25,Low Fat,0.113748685,Household,251.3724,Small,Tier 2,Supermarket Type1,6795.1548,11,0.8893843861875343
15.85,Low Fat,0.020603511,Household,42.7112,Small,Tier 2,Supermarket Type1,639.168,6,1.0043623332372364
18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,Small,Tier 2,Supermarket Type1,3248.4382,9,0.9996775896627969
16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,Small,Tier 2,Supermarket Type1,7222.5984,6,0.8531300013283509
14.1,Low Fat,0.087977262,Dairy,229.0668,Small,Tier 2,Supermarket Type1,3225.1352,9,0.9981482004741282
7.905,Low Fat,0.010010425,Snack Foods,249.0408,Small,Tier 2,Supermarket Type1,3755.112,9,0.9112349102875497
12.0,Low Fat,0.033946163,Canned,179.3976,High,Tier 3,Supermarket Type1,3440.8544,26,0.9983581020203088
12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,Small,Tier 2,Supermarket Type1,974.7312,9,0.8877838363396925
10.1,Low Fat,0.027106459,Meat,75.367,Medium,Tier 1,Supermarket Type1,535.969,14,1.0013298752627957
17.5,Low Fat,0.027022883,Frozen Foods,262.491,Small,Tier 2,Supermarket Type1,5259.82,6,1.004720898992073
18.35,Low Fat,0.058153409,Dairy,152.034,Small,Tier 1,Grocery Store,306.268,28,1.3988522979470694
17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,Medium,Tier 3,Supermarket Type2,1779.0176,4,0.9058354593875348
7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,Medium,Tier 1,Supermarket Type1,759.012,14,0.8884289235993256
11.8,Regular,0.09357779,Snack Foods,125.9704,High,Tier 3,Supermarket Type1,1877.556,26,0.998234478190018
13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,Small,Tier 2,Supermarket Type1,3779.0808,11,0.8897022311988522
6.4,Low Fat,0.148392623,Frozen Foods,41.5796,Small,Tier 1,Grocery Store,41.2796,28,1.1867037738488233
8.5,Low Fat,0.098438394,Canned,51.1324,Small,Tier 2,Supermarket Type1,259.662,6,0.8796766140909913
8.645,Low Fat,0.143303291,Health and Hygiene,96.341,High,Tier 3,Supermarket Type1,193.082,26,0.998155816557156
17.6,Regular,0.076276208,Meat,110.9202,Small,Tier 2,Supermarket Type1,1687.803,11,0.850009270205843
9.1,Low Fat,0.175103435,Baking Goods,127.5362,Small,Tier 2,Supermarket Type1,4655.9394,6,0.811736089985496
12.8,Regular,0.023511371,Meat,225.9404,High,Tier 3,Supermarket Type1,4950.8888,26,0.9209751833793218
7.63,Low Fat,0.06105276,Soft Drinks,95.4436,Small,Tier 2,Supermarket Type1,1418.154,9,0.9971935423940371
9.285,Regular,0.049559042,Frozen Foods,246.4144,Small,Tier 2,Supermarket Type1,1225.072,6,1.0028202334912535
13.6,Regular,0.119418124,Dairy,231.03,Small,Tier 2,Supermarket Type1,5359.69,11,0.869925054903026
8.895,Low Fat,0.072545601,Breakfast,176.237,Small,Tier 2,Supermarket Type1,1764.37,11,0.8094492914494944
16.35,Low Fat,0.090486828,Household,195.211,High,Tier 3,Supermarket Type1,2553.343,26,0.8403968627950649
17.6,Low Fat,0.056245075,Frozen Foods,43.3454,High,Tier 3,Supermarket Type1,1006.6896,26,0.9989435018058512
7.975,Low Fat,0.014618973,Baking Goods,85.225,High,Tier 3,Supermarket Type1,1081.925,26,0.9982383389253316
15.85,Low Fat,0.043479126,Starchy Foods,36.7164,Small,Tier 2,Supermarket Type1,308.9312,6,1.004530269212092
15.7,Low Fat,0.045166237,Frozen Foods,178.666,High,Tier 3,Supermarket Type1,2516.724,26,0.8071456612029196
8.985,Regular,0.057827101,Frozen Foods,128.831,Small,Tier 1,Supermarket Type1,1428.141,16,0.9989870130101216
20.35,Low Fat,0.089394766,Dairy,260.1594,High,Tier 3,Supermarket Type1,2093.2752,26,0.8802726698480887
6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,High,Tier 3,Supermarket Type1,1929.4884,26,0.9114642006741039
19.85,Low Fat,0.005234153,Dairy,264.0884,Small,Tier 2,Supermarket Type1,5829.7448,9,0.911862769336722
16.85,Low Fat,0.036390174,Snack Foods,91.4488,Small,Tier 1,Supermarket Type1,2082.6224,16,0.9995180339473437
19.35,Low Fat,0.03292824,Meat,173.1738,Medium,Tier 3,Supermarket Type3,7298.4996,28,0.8983028300982303
16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,High,Tier 3,Supermarket Type1,7452.9652,26,0.9978436760999297
17.6,Regular,0.076552407,Meat,110.5202,Small,Tier 2,Supermarket Type1,450.0808,6,0.8530871855424522
7.905,Low Fat,0.016758569,Snack Foods,250.4408,Small,Tier 3,Grocery Store,500.6816,15,1.5255089688262697
17.85,Low Fat,0.044248175,Snack Foods,126.202,Medium,Tier 3,Supermarket Type3,3668.558,28,0.8046503360949405
7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,Medium,Tier 3,Supermarket Type2,736.3748,4,0.8017681088133886
7.825,Low Fat,0.186032678,Household,253.0698,Small,Tier 2,Supermarket Type1,6088.0752,9,0.8876243411053911
9.0,Low Fat,0.031867464,Household,101.0016,Medium,Tier 3,Supermarket Type3,2125.2336,28,0.9941213956566134
20.75,Low Fat,0.021370201,Soft Drinks,153.0024,Small,Tier 2,Supermarket Type1,2277.036,6,0.9158655515403864
11.1,Low Fat,0.193772568,Fruits and Vegetables,190.3846,Small,Tier 1,Grocery Store,573.2538,28,1.5187501077207266
6.26,Regular,0.009866049,Meat,151.1366,Small,Tier 2,Supermarket Type1,2267.049,9,0.8796746101026159
18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,Small,Tier 3,Grocery Store,296.9468,15,1.3024726266861897
13.0,Low Fat,0.099729888,Household,46.306,Medium,Tier 3,Supermarket Type2,559.272,4,1.0019789352344401
20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,Small,Tier 2,Supermarket Type1,5559.43,9,0.9998523956558377
8.695,Low Fat,0.119721451,Household,95.5094,Medium,Tier 1,Supermarket Type1,1237.7222,14,0.9995030613158776
7.27,Low Fat,0.071222087,Soft Drinks,113.5518,Small,Tier 2,Supermarket Type1,569.259,11,0.8895926838670725
10.695,Regular,0.060371962,Breakfast,174.0712,Medium,Tier 3,Supermarket Type3,3866.9664,28,0.8941670684058874
12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,Small,Tier 2,Supermarket Type1,1379.5376,11,0.901144459498618
7.075,Low Fat,0.05858462,Dairy,142.7128,Medium,Tier 3,Supermarket Type2,1869.5664,4,0.8511671067203848
20.2,Regular,0.11679292,Baking Goods,196.211,Medium,Tier 3,Supermarket Type3,5499.508,28,0.8439843451285759
8.195,Low Fat,0.031452265,Baking Goods,94.3462,Medium,Tier 1,Supermarket Type1,925.462,14,1.001935640608132
7.09,Low Fat,0.00721395,Baking Goods,47.9034,Small,Tier 2,Supermarket Type1,583.2408,9,0.9998523911592699
6.095,Low Fat,0.081196619,Others,141.4154,Small,Tier 1,Supermarket Type1,1418.154,16,0.9970691118037831
19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,Small,Tier 2,Supermarket Type1,942.7728,6,0.8352399720582508
6.15,Low Fat,0.04627095,Baking Goods,99.3384,Small,Tier 1,Supermarket Type1,2364.9216,16,0.8881680933113619
17.35,Regular,0.02747716,Canned,87.9856,Medium,Tier 3,Supermarket Type3,3251.7672,28,0.9951689928052584
20.2,Regular,0.104704537,Fruits and Vegetables,125.2678,Small,Tier 1,Grocery Store,254.3356,28,1.454827903480216
17.7,Low Fat,0.012540003,Household,167.0474,Small,Tier 2,Supermarket Type1,5895.659,9,0.8809116233282369
17.85,Low Fat,0.147023834,Breads,93.7436,Medium,Tier 3,Supermarket Type2,1134.5232,4,0.8918839292776324
9.395,Low Fat,0.159657596,Soft Drinks,224.972,Small,Tier 2,Supermarket Type1,7696.648,11,0.8894938806122569
15.75,Low Fat,0.141398626,Hard Drinks,250.5382,Small,Tier 2,Supermarket Type1,2775.7202,6,1.0040551992946536
7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,Small,Tier 2,Supermarket Type1,5317.0788,11,0.9991382855878159
7.075,Low Fat,0.024750682857142856,Frozen Foods,98.0068,Medium,Tier 3,Supermarket Type2,874.8612,4,1.0
6.445,Low Fat,0.029691762,Baking Goods,92.6436,Small,Tier 1,Supermarket Type1,1039.9796,16,0.897867060269356
19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,Small,Tier 2,Supermarket Type1,3038.0454,9,0.9980583899588473
20.25,Regular,0.014790559,Dairy,193.6162,Small,Tier 2,Supermarket Type1,3848.324,9,1.0001911381613104
15.0,Regular,0.054378253,Canned,59.1904,Small,Tier 1,Supermarket Type1,527.3136,16,0.9113964577550987
6.67,Regular,0.123428594,Snack Foods,89.1514,Small,Tier 1,Supermarket Type1,2390.8878,16,0.90270918355933
13.0,Regular,0.029943463,Canned,60.222,Medium,Tier 3,Supermarket Type3,1677.816,28,0.9951101211586246
16.7,Regular,0.052368061,Frozen Foods,112.7176,High,Tier 3,Supermarket Type1,801.6232,26,0.9971251413475318
7.07,Low Fat,0.093861144,Snack Foods,115.5834,Small,Tier 2,Supermarket Type1,1267.0174,11,0.8707950823674527
6.48,Low Fat,0.033968647,Snack Foods,148.0076,Small,Tier 2,Supermarket Type1,886.8456,11,1.000217606787744
19.0,Regular,0.173154079,Fruits and Vegetables,228.272,Small,Tier 3,Grocery Store,452.744,15,1.5044601239378619
13.35,Low Fat,0.139735226,Frozen Foods,147.5392,Small,Tier 2,Supermarket Type1,3877.6192,11,1.0011855218239498
5.98,Low Fat,0.043351896,Fruits and Vegetables,146.6418,Medium,Tier 3,Supermarket Type3,4414.254,28,0.9940995947461371
9.3,Low Fat,0.042086652,Hard Drinks,122.4388,Medium,Tier 3,Supermarket Type3,5448.9072,28,0.9940995902480949
9.695,Regular,0.12848269,Baking Goods,223.9404,Medium,Tier 1,Supermarket Type1,4950.8888,14,0.9030742939969449
15.0,Low Fat,0.049357077,Soft Drinks,62.6168,Small,Tier 2,Supermarket Type1,958.752,6,1.004587394122817
11.15,Regular,0.008326735,Dairy,149.9708,Small,Tier 2,Supermarket Type1,1956.1204,6,0.8454938715355207
20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,Medium,Tier 1,Supermarket Type1,2404.2038,14,0.8892571120807655
9.8,Low Fat,0.151420934,Others,194.3478,Small,Tier 3,Grocery Store,387.4956,15,1.5036618289179637
16.35,Low Fat,0.032511818,Meat,165.0842,High,Tier 3,Supermarket Type1,994.7052,26,0.8977450339299514
9.6,Regular,0.022323658,Breads,101.299,Small,Tier 2,Supermarket Type1,1754.383,11,1.0009059434550618
18.0,Low Fat,0.019292355,Health and Hygiene,129.9994,Medium,Tier 3,Supermarket Type3,3340.9844,28,0.9953958628937083
13.35,Low Fat,0.048124443,Breads,216.7166,Small,Tier 2,Supermarket Type1,3918.8988,11,0.8572339393826255
20.7,Low Fat,0.09261307,Dairy,76.367,High,Tier 3,Supermarket Type1,306.268,26,0.9987841869125383
15.1,Low Fat,0.094697274,Baking Goods,158.4604,Medium,Tier 3,Supermarket Type3,4278.4308,28,0.8979716167614925
16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,Small,Tier 2,Supermarket Type1,4425.5726,11,1.0013236528790135
13.8,Regular,0.056596985,Snack Foods,230.9984,Medium,Tier 3,Supermarket Type3,9267.936,28,0.995196514305569
15.6,Low Fat,0.2047,Frozen Foods,76.867,Small,Tier 1,Grocery Store,229.701,28,1.4545219694311515
21.1,Regular,0.020618324,Breakfast,129.3994,Medium,Tier 3,Supermarket Type3,2055.9904,28,0.9945977375567663
5.5,Low Fat,0.04709821,Others,101.3016,Small,Tier 1,Supermarket Type1,3339.6528,16,0.997780484304298
15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,Small,Tier 2,Supermarket Type1,6410.3224,11,1.0014644406803646
15.7,Regular,0.038078899,Frozen Foods,122.9046,Small,Tier 2,Supermarket Type1,1992.0736,6,1.005383657760676
7.895,Regular,0.095102092,Breakfast,104.4332,Small,Tier 2,Supermarket Type1,2870.9296,6,1.00500881783371
17.2,Regular,0.011953902,Canned,164.5184,Medium,Tier 3,Supermarket Type3,2807.0128,28,0.9094169041877522
17.35,Regular,0.062799379,Baking Goods,88.183,High,Tier 3,Supermarket Type1,539.298,26,0.9988041301684442
7.285,Low Fat,0.031125709,Household,174.3054,High,Tier 3,Supermarket Type1,4377.635,26,0.9288589776234623
20.25,Low Fat,0.026005891,Household,180.9976,Small,Tier 2,Supermarket Type1,2716.464,11,1.0017758811179882
18.75,Low Fat,0.09246392,Snack Foods,190.9504,Small,Tier 1,Grocery Store,383.5008,28,1.5800525313824512
15.85,Low Fat,0.107765165,Soft Drinks,59.5904,Medium,Tier 1,Supermarket Type1,703.0848,14,0.899568120731949
6.17,Low Fat,0.010647477,Meat,66.3826,Medium,Tier 1,Supermarket Type1,1937.478,14,0.9996413347679317
19.5,Low Fat,0.015749341,Household,182.2608,Medium,Tier 1,Supermarket Type1,3307.6944,14,0.8890737298768088
19.2,Low Fat,0.077628053,Household,197.611,Medium,Tier 1,Supermarket Type1,3142.576,14,0.8185964692190044
16.7,Low Fat,0.102071718,Canned,181.2292,Medium,Tier 3,Supermarket Type2,2554.0088,4,1.0
20.85,Regular,0.056695731,Breads,104.0648,Medium,Tier 3,Supermarket Type2,1869.5664,4,0.8846378936296088
14.5,Regular,0.063993068,Breads,260.4594,Small,Tier 2,Supermarket Type1,5494.8474,11,0.9238293008649344
11.395,Regular,0.069529262,Meat,233.1616,High,Tier 3,Supermarket Type1,6093.4016,26,0.9999349265988775
7.97,Low Fat,0.034452949,Soft Drinks,174.0422,Small,Tier 1,Supermarket Type1,2586.633,16,0.8812472356911484
7.71,Regular,0.06670068,Snack Foods,55.2956,Medium,Tier 1,Supermarket Type1,1255.6988,14,1.0032039027994066
19.25,Regular,0.034699737,Canned,141.7496,Small,Tier 1,Supermarket Type1,4093.3384,16,0.9997439952735006
7.075,Low Fat,0.058346939,Dairy,142.2128,Small,Tier 1,Supermarket Type1,3163.8816,16,0.8477138753246293
19.35,Regular,0.065203103,Meat,166.0816,Medium,Tier 3,Supermarket Type3,5033.448,28,0.8768803676813567
11.6,Regular,0.078929571,Frozen Foods,79.9276,Small,Tier 1,Supermarket Type1,1137.1864,16,0.8984927420590085
8.985,Low Fat,0.182514881,Fruits and Vegetables,98.77,Medium,Tier 3,Supermarket Type3,2696.49,28,0.8645622887410602
12.1,Low Fat,0.016895293,Hard Drinks,178.566,Medium,Tier 3,Supermarket Type2,898.83,4,0.9254970346777164
10.0,Low Fat,0.073379745,Health and Hygiene,118.244,Small,Tier 1,Supermarket Type1,2756.412,16,0.8879268876669139
14.35,Low Fat,0.08075758,Baking Goods,81.896,Small,Tier 2,Supermarket Type1,878.856,11,1.0010131181870163
10.395,Low Fat,0.112271498,Snack Foods,58.222,Medium,Tier 1,Supermarket Type1,659.142,14,1.0010292551216278
17.7,Low Fat,0.153741385,Dairy,182.6292,Small,Tier 1,Grocery Store,182.4292,28,1.4144034896719944
8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,High,Tier 3,Supermarket Type1,3610.6334,26,0.879478201628705
8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,Small,Tier 2,Supermarket Type1,5153.292,9,0.9975971144430119
9.195,Regular,0.078502143,Meat,108.7596,Small,Tier 2,Supermarket Type1,2588.6304,6,0.9029865360848558
20.7,Regular,0.047684831,Dairy,212.5876,Medium,Tier 3,Supermarket Type2,1286.3256,4,1.0029644538686877
15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,Small,Tier 2,Supermarket Type1,1230.3984,6,0.740559038341236
15.1,Regular,0.13852789233333332,Fruits and Vegetables,60.2194,Medium,Tier 3,Supermarket Type3,1733.7432,28,0.9999999999999998
18.35,Low Fat,0.053392944,Health and Hygiene,193.8162,Small,Tier 1,Grocery Store,384.8324,28,1.5796974027450044
16.5,Low Fat,0.036715907,Household,180.0318,Small,Tier 2,Supermarket Type1,3969.4996,11,0.8573518666285804
9.0,Low Fat,0.065236932,Snack Foods,176.437,Small,Tier 2,Supermarket Type1,7763.228,9,0.8886371621046534
6.785,Regular,0.041947547,Meat,41.2112,High,Tier 3,Supermarket Type1,809.6128,26,0.9997013907585011
19.5,Low Fat,0.082888496,Canned,178.6002,Medium,Tier 3,Supermarket Type2,1253.7014,4,0.9173009041678363
7.575,Low Fat,0.055390121,Dairy,195.2768,Small,Tier 1,Supermarket Type1,5715.2272,16,0.8992339214213105
18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,High,Tier 3,Supermarket Type1,1464.76,26,0.9966800152275694
16.75,Low Fat,0.060495243,Dairy,169.8106,High,Tier 3,Supermarket Type1,3251.1014,26,0.9987719851003728
7.47,Regular,0.1810508585,Frozen Foods,214.3218,Small,Tier 2,Supermarket Type1,4274.436,9,1.0
20.35,Regular,0.014753811,Fruits and Vegetables,231.7958,Medium,Tier 3,Supermarket Type3,5375.0034,28,0.9073208361680334
18.2,Low Fat,0.160707489,Fruits and Vegetables,38.019,Medium,Tier 3,Supermarket Type3,1318.284,28,0.9176623060568967
13.85,Regular,0.085622362,Meat,119.4124,Medium,Tier 3,Supermarket Type2,2251.7356,4,0.8022011309599629
6.635,Regular,0.046350909,Frozen Foods,37.4506,Small,Tier 2,Supermarket Type1,1176.4686,6,0.812153591965742
6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,Small,Tier 1,Supermarket Type1,3523.4136,16,0.9988183810202894
15.25,Low Fat,0.026604781,Snack Foods,86.2198,Small,Tier 2,Supermarket Type1,610.5386,9,0.9110397029561992
15.85,Low Fat,0.1519838385,Canned,96.4094,Small,Tier 2,Supermarket Type1,1237.7222,9,0.9999999999999998
15.2,Low Fat,0.031860325,Snack Foods,235.1248,Small,Tier 3,Grocery Store,474.0496,15,1.5045027546734713
14.65,Regular,0.0993923692,Snack Foods,52.6666,Medium,Tier 3,Supermarket Type3,717.7324,28,1.0
20.75,Low Fat,0.021250002,Soft Drinks,150.5024,Small,Tier 1,Supermarket Type1,2580.6408,16,0.910714166982534
10.195,Low Fat,0.159936948,Frozen Foods,143.2154,Small,Tier 1,Supermarket Type1,2552.6772,16,1.0004162590435244
7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,Small,Tier 2,Supermarket Type1,3914.904,11,0.6790810765265842
18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,Small,Tier 1,Supermarket Type1,796.9626,16,0.9117718220634586
13.35,Low Fat,0.179484411,Dairy,228.9352,Small,Tier 1,Grocery Store,916.1408,28,1.5795793419167448
18.35,Low Fat,0.089163056,Household,191.3504,Small,Tier 2,Supermarket Type1,3259.7568,11,0.8829651488587518
6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,Medium,Tier 1,Supermarket Type1,1677.816,14,0.9136415931732407
13.8,Regular,0.056960814,Snack Foods,230.0984,Medium,Tier 1,Supermarket Type1,3707.1744,14,1.0015940521356015
21.2,Regular,0.00704098,Starchy Foods,173.5738,Small,Tier 1,Supermarket Type1,2954.1546,16,0.842087210152723
10.5,Regular,0.011026594,Snack Foods,166.4842,Medium,Tier 3,Supermarket Type2,2652.5472,4,0.8725483353551373
8.97,Low Fat,0.093203257,Household,52.7956,Small,Tier 2,Supermarket Type1,1037.3164,11,0.9052222860203111
10.895,Low Fat,0.026916794,Others,50.9666,Medium,Tier 3,Supermarket Type3,717.7324,28,0.995412605695215
10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,Small,Tier 2,Supermarket Type1,426.112,11,1.0017287515083753
13.65,Low Fat,0.015908424,Breads,231.1668,Small,Tier 2,Supermarket Type1,6911.004,9,0.9984677180165322
19.0,Low Fat,0.017719277,Health and Hygiene,211.0244,Small,Tier 1,Supermarket Type1,3811.0392,16,0.8682775401089537
15.6,Regular,0.035334201,Snack Foods,115.3518,Medium,Tier 3,Supermarket Type3,2277.036,28,0.8384539454222717
6.8,Low Fat,0.065652494,Baking Goods,48.9034,Small,Tier 1,Grocery Store,48.6034,28,1.4865628484423878
6.865,Low Fat,0.056919038,Snack Foods,212.8218,Medium,Tier 1,Supermarket Type1,5770.4886,14,0.9224450906170952
10.8,Regular,0.048143292,Baking Goods,40.2138,Small,Tier 1,Supermarket Type1,690.4346,16,0.998127405506044
16.7,Low Fat,0.022047313,Dairy,110.2886,High,Tier 3,Supermarket Type1,1890.2062,26,0.9099562841695661
18.85,Low Fat,0.090427268,Hard Drinks,126.2336,Medium,Tier 3,Supermarket Type3,3195.84,28,0.9095813709461807
15.15,Low Fat,0.027779254,Baking Goods,150.1708,Small,Tier 1,Supermarket Type1,1504.708,16,0.8087558959417444
10.5,Low Fat,0.01130539675,Household,238.3248,Small,Tier 3,Grocery Store,711.0744,15,1.0000000000000002
17.6,Low Fat,0.008033611,Dairy,174.2422,Medium,Tier 3,Supermarket Type2,4311.055,4,0.8918589561599494
19.35,Low Fat,0.033088472,Meat,175.4738,Small,Tier 1,Supermarket Type1,521.3214,16,0.9026740585353501
15.7,Low Fat,0.160663021,Household,59.4562,Small,Tier 1,Supermarket Type1,829.5868,16,0.9986843733860107
18.1,Low Fat,0.178975721,Dairy,155.5288,Small,Tier 2,Supermarket Type1,1571.288,6,0.8586034578500061
10.195,Regular,0.017627888,Starchy Foods,239.6538,Small,Tier 2,Supermarket Type1,2403.538,9,0.9971935509655524
10.6,Low Fat,0.0194158,Breads,41.6454,Small,Tier 1,Grocery Store,83.8908,28,1.5531096416097525
6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,Small,Tier 2,Supermarket Type1,844.2344,11,1.0029423896814866
